sub,0,Association
AE_F4I89S_0,0.5068493150684932,Weak
AE_F4I89S_1,0.9315068493150684,Strong
AE_F4I89S_2,0.5547945205479452,Weak
AE_F4I89S_3,0.541095890410959,Weak
AE_F4I89S_4,0.8904109589041096,Strong
AE_F4I89S_5,0.5068493150684932,Weak
AE_F4I89S_6,0.7054794520547946,Strong
AE_F4I89S_7,0.5342465753424658,Weak
AE_F4I89S_8,0.8835616438356164,Strong
AE_F4I89S_9,0.5273972602739726,Weak
AE_F4I89S_10,0.5068493150684932,Weak
AE_FIP9MC_0,0.5068493150684932,Weak
AE_FIP9MC_1,0.5547945205479452,Weak
AE_FIP9MC_2,0.5068493150684932,Weak
AE_FIP9MC_3,0.5068493150684932,Weak
AE_FIP9MC_4,0.4589041095890411,Weak
AE_FIP9MC_5,0.5616438356164384,Weak
AE_FIP9MC_6,0.5547945205479452,Weak
AE_FIP9MC_7,0.5136986301369864,Weak
AE_FIP9MC_8,0.4931506849315068,Weak
AE_FIP9MC_9,0.5205479452054794,Weak
AE_FIP9MC_10,0.5821917808219178,Weak
AE_GUUQQF_0,0.589041095890411,Strong
AE_GUUQQF_1,0.541095890410959,Weak
AE_GUUQQF_2,0.5068493150684932,Weak
AE_GUUQQF_3,0.5068493150684932,Weak
AE_GUUQQF_4,0.636986301369863,Strong
AE_GUUQQF_5,0.4863013698630137,Weak
AE_GUUQQF_6,0.6232876712328768,Strong
AE_GUUQQF_7,0.6232876712328768,Strong
AE_GUUQQF_8,0.5068493150684932,Weak
AE_GUUQQF_9,0.5068493150684932,Weak
AE_GUUQQF_10,0.4794520547945205,Weak
AE_JDIK79_0,0.5342465753424658,Weak
AE_JDIK79_1,0.5068493150684932,Weak
AE_JDIK79_2,0.4863013698630137,Weak
AE_JDIK79_3,0.6712328767123288,Strong
AE_JDIK79_4,0.589041095890411,Strong
AE_JDIK79_5,0.5068493150684932,Weak
AE_JDIK79_6,0.7054794520547946,Strong
AE_JDIK79_7,0.5958904109589042,Strong
AE_JDIK79_8,0.4863013698630137,Weak
AE_JDIK79_9,0.5547945205479452,Weak
AE_JDIK79_10,0.6027397260273972,Strong
AE_P1ULD4_0,0.5342465753424658,Weak
AE_P1ULD4_1,0.5958904109589042,Strong
AE_P1ULD4_2,0.5205479452054794,Weak
AE_P1ULD4_3,0.5068493150684932,Weak
AE_P1ULD4_4,0.547945205479452,Weak
AE_P1ULD4_5,0.541095890410959,Weak
AE_P1ULD4_6,0.547945205479452,Weak
AE_P1ULD4_7,0.5068493150684932,Weak
AE_P1ULD4_8,0.5068493150684932,Weak
AE_P1ULD4_9,0.5342465753424658,Weak
AE_P1ULD4_10,0.4726027397260274,Weak
